row ID,row m/z,row retention time,Af-T,Af-L,Af-F,Af-B,Ah-L,Ahv-T,Ah-T,Ah-F,Ahv-F,Ahv-T,Ahv-L,Aj-B,Aj-L,Aj-T,Aj-F
463,493.2061,6.276,75.6370061,131.1272607,149.435,502.14875,8140.769856,7969.833566,22493.97699,92.819,343.8981003,13317.34673,954.2854189,26108.55439,13450.96127,23586.50513,313.9369297
464,269.0434,7.7794,712.5978628,203.1847516,129.5075937,243.1549055,382.779,299.772,161.6035,1374.667682,217.138,179.6095,80.4465,900.0227036,5588.292398,8296.146838,41067.42609
465,455.3522,18.6881,515.3433627,36.3,529.0743192,792.2485806,2277.780886,2773.256707,242.7067938,1272.469062,9112.06,5212.718687,3735.867495,5122.246592,29813.51686,69484.04836,138630.8183
466,907.6868,19.6081,0,0,31.59,121.055,104.265,136.585,78.57,0,115.13,62.065,38.115,1077.165,37368.51118,47011.29328,212432.0702
467,587.2431,10.0675,4003.624481,1126.5975,2088.605033,1123.922124,2118.001041,7025.90515,18532.25863,46.704,3609.508517,19517.21705,2875.04293,12933.91285,6691.011654,24905.81235,5431.476893
468,561.3813,14.9508,104.526,63.405,33.4805,642.6522255,163.525,185.4479024,129.801,333.0850914,196.9505,216.3054042,43.659,1590.80574,16519.38359,23030.14369,140755.4849
469,535.3644,14.7511,703.7120469,3638.261033,118.4505,959.4174863,967.658833,174.2897537,38.799,459.0434854,582.4644131,57.2615,94.783,481.5746871,3827.260616,20928.2192,81476.87006
470,489.3575,15.7783,187.7285,679.7935298,33.33,231.9316435,1282.753132,195.085,182.666,359.2880331,5559.033486,957.6136346,3391.10126,722.1049752,3352.913864,33224.47883,24713.22573
471,627.2965,5.7587,2413.381439,218.706,0,143.513632,676.3445,3881.629641,6567.38182,36.036,6625.391986,4098.236461,1055.338219,4300.13243,225.1512328,20795.23848,2562.313653
472,535.3622,15.3129,1594.004991,5157.211083,72.0555,1154.446908,837.1969976,286.8015,141.2325344,1068.129024,876.1689823,170.493,242.3029948,2372.130622,17002.44122,12682.05268,72704.59358
473,329.066,9.4042,113.8845,253.7750727,25.0945,1041.161228,383.5951568,301.52409,131.0202209,1279.745663,238.9619825,184.032,0,871.7292759,6318.297573,11082.18926,81906.36337
474,449.1092,6.0173,175.0435,37.2505,32.45,80.506,65.79,86.211,1926.460031,55.27626953,0,2153.935787,31.042,9515.05543,118.9229493,23975.44194,254.9385
475,531.3687,19.2383,57.04,164.14,37.37840424,324.1109534,116.775,920.2884412,44.225,2734.728032,739.7913196,311.0660036,110.11,964.6076416,8072.489917,8450.793691,214279.6329
476,519.3678,13.4505,588.7805,14.308,45.8425,1488.707597,406.708364,531.8475,768.8308058,830.1710094,675.3570711,424.2795231,250.7933174,1358.9197,6912.282621,10536.03783,49824.08552
477,911.7161,18.6944,31.14,0,39.78,0,40.02,0,26.375,0,153.51,51.35,19.44,0,1391.544587,8824.376001,35160.08844
478,695.4032,7.9373,5914.133095,7641.205394,156.8090107,7155.735826,32.886,2063.079946,427.8174202,37.82,113.4,5347.323101,1407.610872,9769.079341,938.949,11034.34646,7674.527142
479,519.3674,18.4848,177.9405869,642.2215491,126.97,474.8269238,755.6423688,315.2621571,1039.591743,240.0759503,11922.29673,174.544519,955.850448,1187.333301,3324.459888,13681.1875,52637.5466
480,499.4129,25.9877,0,41.2,0,3377.716689,0,481.0235062,0,748.575,842.595,770.227373,220.9,534.0256335,184.9927643,11838.47602,625.005
481,509.1665,4.3272,0,123.336,0,42.23,0,522.6093598,1905.500619,33.876,134.6845,6771.88009,447.9357268,710.7120582,1405.292852,6987.190375,128.8625
482,515.41,25.0647,19226.46322,0,49.65,73.83,96.3,0,0,0,0,38.28,0,50.17,33.15,12674.87891,76.95
483,361.1036,10.0584,3655.934989,1746.256683,4163.046164,2264.027042,3349.981722,8400.102062,9272.601495,124.3267505,3934.4305,12905.77641,4251.391997,10955.73602,6906.260493,9829.236539,5344.218567
484,345.1318,3.8929,0,405.237,54.29866296,39.444,4314.23491,956.4845764,2423.874231,100.730663,4444.294947,7657.855445,5370.470088,3049.108263,11516.89332,13181.73554,7904.773695
485,475.1948,4.6617,923.3679938,833.6671787,0,931.825,310.345,1709.011543,4042.817511,0,958.6179473,5349.857881,446.5295007,5875.614168,3739.131079,8562.774797,305.2235898
486,713.2621,11.3606,7445.916558,310.195,2089.737295,3738.059686,135.0142266,1382.196179,47734.94149,11675.0406,318.5105,11180.6059,67.1125,273.058835,144.372,8091.073726,1031.869801
487,577.375,15.1829,33.852,0,22.61,177.0244736,66.2055,110.038,60.632,1065.469321,57.668,224.728,20.638,586.2013577,4030.530523,9381.833809,20359.82855
488,519.3695,15.0233,235.693,943.3601028,102.614,290.9865316,1362.586138,298.0216418,1578.104359,2785.988833,33524.01938,1017.142194,979.9902,3897.760459,15476.31933,61204.06423,98606.24387
489,471.3466,16.1327,44.265,0,89.28869739,421.3926194,359.3522823,572.1653396,248.9665283,2368.925284,714.1354317,826.4291736,50.985,1969.327464,8741.652621,39980.93563,59436.23379
490,553.2619,20.1691,143.39,0,59.4,321.66,5782.89467,3364.664668,127.27,87700.36009,18153.32984,809.6734286,2521.262966,2321.636046,8484.595826,35847.66601,39534.8048
491,947.7386,15.2391,0,0,0,0,10.926,0,0,2845.291819,32.623,0,0,0,29.125,10328.8092,39101.55426
492,471.3452,15.572,53.732198,52.249,90.2625,245.1001302,459.5697212,479.5231766,388.0920126,4606.147488,11597.10308,548.0640211,319.6044128,3172.441566,11005.77675,35893.54576,84443.65258
493,979.7313,14.4375,0,67.08171671,35.889,0,19.428,0,0,43.0095,0,0,32.406,0,669.5596111,1804.142984,26839.81411
494,431.2785,19.4968,142.5835156,81.45,178.96,607.8080994,237.8,160.38,0,305.8147244,342.2646002,937.2033093,23.04,1595.945822,4745.20106,8673.838906,30274.34758
495,577.374,12.1778,49.9275,0,21.8295,188.6075,104.664,158.3011552,60.65,133.63,18.343,164.098,28.225,719.0370618,4074.622806,11588.10513,24720.9108
496,313.0681,10.5665,30.932,0,0,283.6216511,237.8035,206.1652513,367.3126634,385.5093151,212.0245,120.491,144.4865,731.2346395,9046.439697,15202.37707,26262.55945
497,511.3432,17.5972,123.1130069,63.42,0,290.0996906,70.18,169.0593274,50.225,235.7430518,92.25,425.8124261,0,308.8004437,2377.567739,6491.649355,22770.56047
498,967.7111,20.6372,41.36,0,0,74.53,46.23,377.7829144,0,2037.98984,51.52,0,0,281.2114215,1702.734771,3789.671661,21301.14855
499,947.7394,14.8116,0,0,36.586,0,0,19.416,0,388.4555,0,0,0,20.55,74.5485,15831.4195,26140.98765
500,627.1522,9.2769,0,16.755,17.82,62.988,0,37.187,27.027,40.3835,37.168,36.405,25.885,53.919,320.93,1418.422343,16802.49145
501,565.3739,17.4327,7229.280176,0,319.6,859.5482495,87.58,26.62,0,109.16,345.7145905,20.25,69.90577721,398.275928,5193.570764,5739.256206,45969.11238
502,565.374,16.4704,44.114,110.4,21.789,90.33740891,96.28,48.48,37.465,592.9048147,41.4125,118.5555,42.983,279.291815,2684.401353,7396.24062,19620.64913
503,521.3845,11.52,117.852,42.315,22.665,60.564,133.069,21.0615,81.816,264.5715,60.306,0,21.1185,559.6865,3697.591586,11019.13487,13822.69339
504,517.3529,13.8768,2342.330843,3592.061945,7945.55801,821.2255371,468.195543,6101.727321,1333.054345,23504.80919,5991.498934,8420.480586,442.0622128,8003.210197,21746.33496,24632.53671,40124.90937
505,503.3734,16.0842,946.1767302,0,88.889,1872.932179,2835.799767,217.054121,101.261,7943.1562,7807.003974,509.4163813,35.448,609.9401189,2532.61067,9665.47109,22138.50764
506,547.3621,19.3801,29.81,34.3,99.375,65.49,67.8006517,43.29,82.23449249,846.5786914,523.8365521,66.7,31.46,70.47,1894.721338,7560.189006,13795.28168
507,381.0568,9.2496,0,0,13.7565,219.586053,62.92098425,52.699,37.386,972.8579789,21.7035,0,27.203,179.66,1753.83611,5665.209949,13774.32543
508,521.3814,12.0223,81.1395,0,85.376,178.7705,69.8985,77.3445,141.5795,229.2083491,103.319,59.5875,71.58472333,611.1709201,3441.455687,7952.654466,12021.25856
509,351.1277,2.5055,261.5775,842.9277548,9.603,241.7515,273.3905,297.9480812,1584.283,0,7943.349281,961.1828232,1303.655478,539.6797903,385.9005626,490.3963654,17524.08882
510,515.3379,15.9119,5147.307187,25.1565,292.7792354,5779.445836,166.5865819,274.4570924,366.2207629,1728.030781,2452.010622,297.1538271,76.3180697,1113.872636,3075.35942,5477.889813,13893.26582
511,299.0536,7.9018,98.034,140.9045,253.8675,60.368,117.1195,96.45260864,28.4025,1200.955449,14.958,36.7785,35.0235,289.8381515,2480.806959,2596.5355,13795.40501
512,979.7257,15.3272,0,0,0,0,0,0,0,0,16.968,0,0,0,48.252,310.4795411,15825.71379
513,557.3494,17.5985,359.4759375,101.1411389,97.44,166.16,104.72,130.5,60.85316742,107.04,99.16,368.1229919,225.21,197.1197095,1169.106626,3980.437805,11730.87186
514,551.3564,14.5766,1413.426132,1877.80325,77.5155,153.798,210.0318909,70.776,100.323,203.9306236,189.997499,187.865,108.559,147.0657708,1470.385429,5491.414573,9587.973507
515,959.7364,18.4523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14547.61785
516,945.722,15.5565,0,0,0,0,0,0,0,135.4575,1288.890606,0,0,0,303.3225,2690.723713,15057.97098
517,361.1279,4.114,32.407,45.5079541,89.958,21.5625,2262.25691,210.3043689,2183.087051,445.5687853,321.7900085,1954.896513,1156.747479,1781.635817,4915.378339,3777.415875,18599.8613
518,539.3488,16.9441,115.21,88.20486145,86.67,253.821405,51.85,38.07,157.305,2686.610989,354.1837079,117,49.03,77.76,656.741665,913.0867261,13216.15244
519,563.3932,17.9571,0,0,27.89,162.3394989,67.62,53.46,21.3,642.0930621,81.9,81.73203262,33.84,1566.320558,5473.682476,2861.28,10057.99229
520,537.3777,12.3606,75.306,0,19.551,38.827,23.1265,19.692,131.294,589.4009307,213.2693135,143.292,35.7625,99.04588806,394.296,3618.340616,11830.55284
521,469.331,15.9473,4903.034606,20.2125,462.6238537,545.1834747,180.9785,214.51,287.9417816,824.9653381,3026.848752,183.048,79.482,669.6577588,4930.451993,4313.482747,9307.979967
522,475.3057,13.63,105.1615,107.965,22.17,84.6,246.342,52.346,124.956,1204.15717,100.254,52.33260605,132.2925113,242.620641,2981.974579,2548.242969,8083.801146
523,187.0939,5.7224,6078.545189,1839.021524,1478.367361,3564.542412,3871.26403,2661.458456,3406.671035,1800.642102,848.4244468,2557.230586,2892.026811,1832.943483,2945.997115,6509.78698,7178.458852
524,285.0375,6.8633,2343.989453,268.1510026,81.5265,135.9205032,139.0951671,179.581,677.3122168,119.9010302,306.237,187.265,208.2045,357.2675,2209.657766,2899.955621,7957.381163
525,383.3507,21.1508,9858.091074,285.87,134.98,299.625,569.1296658,220.22,1597.170303,344.0411829,66.33,155.775,61.425,191.72,7827.464912,4108.151411,10591.89129
526,112.9827,26.187,3573.074991,8912.932617,1620.954031,8745.177559,7445.36293,9032.398115,1773.789299,9342.170537,6258.111094,3274.538538,5942.684928,5453.67644,7826.048906,8063.064541,8182.596953
527,1005.745,17.4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11277.94801
528,365.142,3.1297,806.1912778,984.3508942,41.865,1231.913827,1047.548768,7881.403439,4548.814362,33.594,8299.841398,9165.580011,3155.931769,1874.17099,2824.983693,7441.410591,4885.247924
529,501.3194,12.3025,629.0795464,0,80.07082471,1401.594867,78.94305322,383.157,265.1105,767.9780925,180.886,76.314,59.068,1029.318133,1298.973109,781.655,7527.294201
530,353.0474,2.6638,499.8314148,512.8582905,105.957,102.8164965,6246.777147,222.9983703,5814.507993,151.607798,134.789,2619.204987,474.0870834,4967.902116,2114.511987,9859.218702,6993.934594
531,209.064,0.8075,8010.618232,16028.29973,662.1801946,2782.293014,6406.884729,1994.106834,6588.415368,0,1531.541,2033.240638,4406.945663,2223.416815,2904.471261,8578.602773,7280.471648
