CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	SharedMotifs	topX
384	cosine	421	-0.001	384	0.8998	384	13	motif_64	motif_64,motif_29,NA,NA,NA
152	cosine	421	-152.012	152	0.7838	152	13	motif_64	motif_64,motif_29,NA,NA,NA
384	cosine	461	152.012	384	0.7148	384	13		motif_64,motif_29,NA,NA,NA
384	cosine	410	0	384	0.8588	384	13	motif_64	motif_64,motif_29,NA,NA,NA
460	motif_29	461	173.994	460	0.7243	460	13	motif_29	motif_64,motif_29,NA,NA,NA
371	motif_64	410	152.013	371	0.8189	371	13	motif_64	motif_64,motif_29,NA,NA,NA
453	motif_29	461	173.992	453	0.7225	453	13	motif_29	motif_64,motif_29,NA,NA,NA
421	motif_64	460	-21.981	421	0.744	421	13	motif_64	motif_64,motif_29,NA,NA,NA
152	motif_64	410	-152.012	152	0.81	152	13	motif_64	motif_64,motif_29,NA,NA,NA
410	motif_64	421	0	410	0.8777	410	13	motif_64	motif_64,motif_29,NA,NA,NA
371	motif_64	384	152.013	371	0.7874	371	13	motif_64	motif_64,motif_29,NA,NA,NA
371	motif_64	421	152.012	371	0.7448	371	13	motif_64	motif_64,motif_29,NA,NA,NA
384	motif_64	460	-21.982	384	0.743	384	13	motif_64	motif_64,motif_29,NA,NA,NA
371	motif_64	408	-152.013	371	0.7322	371	13	motif_64	motif_64,motif_29,NA,NA,NA
384	motif_64	421	-0.001	384	0.8998	384	13	motif_64	motif_64,motif_29,NA,NA,NA
152	motif_64	421	-152.012	152	0.7838	152	13	motif_64	motif_64,motif_29,NA,NA,NA
384	motif_64	410	0	384	0.8588	384	13	motif_64	motif_64,motif_29,NA,NA,NA
155	cosine	308	27.995	155	0.8493	155	14		motif_79,NA,NA,NA,NA
155	cosine	200	14.017	155	0.8854	155	14	motif_79	motif_79,NA,NA,NA,NA
17	cosine	155	-58.007	17	0.9242	17	14	motif_79	motif_79,NA,NA,NA,NA
17	cosine	308	-30.012	17	0.8888	17	14		motif_79,NA,NA,NA,NA
17	cosine	414	-67.99	17	0.7468	17	14	motif_79	motif_79,NA,NA,NA,NA
17	cosine	200	-43.99	17	0.8056	17	14	motif_79	motif_79,NA,NA,NA,NA
200	cosine	308	13.977	200	0.7971	200	14		motif_79,NA,NA,NA,NA
155	motif_79	200	14.017	155	0.8854	155	14	motif_79	motif_79,NA,NA,NA,NA
17	motif_79	155	-58.007	17	0.9242	17	14	motif_79	motif_79,NA,NA,NA,NA
17	motif_79	414	-67.99	17	0.7468	17	14	motif_79	motif_79,NA,NA,NA,NA
17	motif_79	200	-43.99	17	0.8056	17	14	motif_79	motif_79,NA,NA,NA,NA
133	cosine	283	-24.002	133	0.8448	133	15		motif_57,NA,NA,NA,NA
133	cosine	234	-30.961	133	0.7379	133	15	motif_57	motif_57,NA,NA,NA,NA
133	motif_57	234	-30.961	133	0.7379	133	15	motif_57	motif_57,NA,NA,NA,NA
215	cosine	444	-58.007	215	0.8882	215	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	cosine	119	-83.984	83	0.8318	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	cosine	85	-15.995	83	0.9666	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
92	cosine	131	64.056	92	0.7581	92	16		motif_90,motif_3,motif_8,NA,NA
89	cosine	95	-31.993	89	0.7422	89	16		motif_90,motif_3,motif_8,NA,NA
108	cosine	119	-15.995	108	0.8651	108	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	cosine	444	-43.991	83	0.8926	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
111	cosine	122	30.012	111	0.8134	111	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	cosine	127	-53.971	83	0.8707	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
119	cosine	127	30.012	119	0.7722	119	16	motif_90	motif_90,motif_3,motif_8,NA,NA
92	cosine	102	15.9	92	0.7023	92	16		motif_90,motif_3,motif_8,NA,NA
83	cosine	108	-67.988	83	0.8237	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	cosine	215	30.011	85	0.9623	85	16	motif_3,motif_90	motif_90,motif_3,motif_8,NA,NA
85	cosine	111	-15.995	85	0.7891	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	cosine	444	-27.996	85	0.9085	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	cosine	119	-67.989	85	0.8332	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
127	cosine	215	67.988	127	0.8589	127	16	motif_90	motif_90,motif_3,motif_8,NA,NA
119	cosine	215	98	119	0.7969	119	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	cosine	108	-51.994	85	0.8246	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
24	cosine	131	-67.987	24	0.8615	24	16		motif_90,motif_3,motif_8,NA,NA
89	cosine	119	364.12	89	0.7478	89	16	motif_90	motif_90,motif_3,motif_8,NA,NA
89	cosine	108	380.115	89	0.7733	89	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	cosine	92	15.995	83	0.7672	83	16		motif_90,motif_3,motif_8,NA,NA
108	cosine	215	82.005	108	0.7932	108	16	motif_90	motif_90,motif_3,motif_8,NA,NA
119	cosine	444	39.993	119	0.7677	119	16	motif_90	motif_90,motif_3,motif_8,NA,NA
127	cosine	444	9.98	127	0.8315	127	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	cosine	215	14.016	83	0.9615	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
108	cosine	444	23.998	108	0.7565	108	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	cosine	127	-37.976	85	0.9021	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
92	cosine	459	-146.039	92	0.7198	92	16	motif_8	motif_90,motif_3,motif_8,NA,NA
108	cosine	127	14.017	108	0.8357	108	16	motif_90	motif_90,motif_3,motif_8,NA,NA
95	cosine	119	396.113	95	0.7364	95	16		motif_90,motif_3,motif_8,NA,NA
215	motif_90	444	-58.007	215	0.8882	215	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	motif_90	119	-83.984	83	0.8318	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	motif_90	85	-15.995	83	0.9666	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
108	motif_90	119	-15.995	108	0.8651	108	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	motif_90	444	-43.991	83	0.8926	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
111	motif_90	122	30.012	111	0.8134	111	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	motif_90	127	-53.971	83	0.8707	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
119	motif_90	127	30.012	119	0.7722	119	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	motif_90	108	-67.988	83	0.8237	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	motif_3	215	30.011	85	0.9623	85	16	motif_3,motif_90	motif_90,motif_3,motif_8,NA,NA
85	motif_90	215	30.011	85	0.9623	85	16	motif_3,motif_90	motif_90,motif_3,motif_8,NA,NA
85	motif_90	111	-15.995	85	0.7891	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	motif_90	444	-27.996	85	0.9085	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	motif_90	119	-67.989	85	0.8332	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
127	motif_90	215	67.988	127	0.8589	127	16	motif_90	motif_90,motif_3,motif_8,NA,NA
119	motif_90	215	98	119	0.7969	119	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	motif_90	108	-51.994	85	0.8246	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
89	motif_90	119	364.12	89	0.7478	89	16	motif_90	motif_90,motif_3,motif_8,NA,NA
89	motif_90	108	380.115	89	0.7733	89	16	motif_90	motif_90,motif_3,motif_8,NA,NA
108	motif_90	215	82.005	108	0.7932	108	16	motif_90	motif_90,motif_3,motif_8,NA,NA
119	motif_90	444	39.993	119	0.7677	119	16	motif_90	motif_90,motif_3,motif_8,NA,NA
127	motif_90	444	9.98	127	0.8315	127	16	motif_90	motif_90,motif_3,motif_8,NA,NA
83	motif_90	215	14.016	83	0.9615	83	16	motif_90	motif_90,motif_3,motif_8,NA,NA
108	motif_90	444	23.998	108	0.7565	108	16	motif_90	motif_90,motif_3,motif_8,NA,NA
85	motif_90	127	-37.976	85	0.9021	85	16	motif_90	motif_90,motif_3,motif_8,NA,NA
92	motif_8	459	-146.039	92	0.7198	92	16	motif_8	motif_90,motif_3,motif_8,NA,NA
108	motif_90	127	14.017	108	0.8357	108	16	motif_90	motif_90,motif_3,motif_8,NA,NA
322	cosine	490	0	322	0.8499	322	17		NA
266	cosine	425	15.995	266	0.7571	266	18		motif_20,NA,NA,NA,NA
11	cosine	341	-2.016	11	0.8902	11	18	motif_20	motif_20,NA,NA,NA,NA
11	cosine	425	-4.031	11	0.7435	11	18		motif_20,NA,NA,NA,NA
341	cosine	425	-2.016	341	0.7677	341	18		motif_20,NA,NA,NA,NA
11	motif_20	341	-2.016	11	0.8902	11	18	motif_20	motif_20,NA,NA,NA,NA
203	cosine	226	-21.983	203	0.712	203	19	motif_91	motif_91,NA,NA,NA,NA
203	motif_91	226	-21.983	203	0.712	203	19	motif_91	motif_91,NA,NA,NA,NA
474	cosine	530	96.062	474	0.9312	474	20	motif_49	motif_49,NA,NA,NA,NA
262	cosine	474	-1.996	262	0.8652	262	20	motif_49	motif_49,NA,NA,NA,NA
262	cosine	292	30.01	262	0.9179	262	20	motif_49	motif_49,NA,NA,NA,NA
292	cosine	530	64.055	292	0.9144	292	20	motif_49	motif_49,NA,NA,NA,NA
217	cosine	530	-67.988	217	0.8491	217	20	motif_49	motif_49,NA,NA,NA,NA
292	cosine	474	-32.007	292	0.9227	292	20	motif_49	motif_49,NA,NA,NA,NA
262	cosine	530	94.066	262	0.8582	262	20	motif_49	motif_49,NA,NA,NA,NA
217	cosine	262	-162.054	217	0.7707	217	20	motif_49	motif_49,NA,NA,NA,NA
217	cosine	292	-132.043	217	0.86	217	20	motif_49	motif_49,NA,NA,NA,NA
52	cosine	530	-37.978	52	0.7592	52	20		motif_49,NA,NA,NA,NA
52	cosine	292	-102.033	52	0.7136	52	20		motif_49,NA,NA,NA,NA
313	cosine	530	-23.962	313	0.7622	313	20		motif_49,NA,NA,NA,NA
52	cosine	217	30.01	52	0.8719	52	20		motif_49,NA,NA,NA,NA
52	cosine	474	-134.039	52	0.7598	52	20		motif_49,NA,NA,NA,NA
217	cosine	474	-164.05	217	0.866	217	20	motif_49	motif_49,NA,NA,NA,NA
474	motif_49	530	96.062	474	0.9312	474	20	motif_49	motif_49,NA,NA,NA,NA
262	motif_49	474	-1.996	262	0.8652	262	20	motif_49	motif_49,NA,NA,NA,NA
262	motif_49	292	30.01	262	0.9179	262	20	motif_49	motif_49,NA,NA,NA,NA
292	motif_49	530	64.055	292	0.9144	292	20	motif_49	motif_49,NA,NA,NA,NA
217	motif_49	530	-67.988	217	0.8491	217	20	motif_49	motif_49,NA,NA,NA,NA
292	motif_49	474	-32.007	292	0.9227	292	20	motif_49	motif_49,NA,NA,NA,NA
262	motif_49	530	94.066	262	0.8582	262	20	motif_49	motif_49,NA,NA,NA,NA
217	motif_49	262	-162.054	217	0.7707	217	20	motif_49	motif_49,NA,NA,NA,NA
217	motif_49	292	-132.043	217	0.86	217	20	motif_49	motif_49,NA,NA,NA,NA
217	motif_49	474	-164.05	217	0.866	217	20	motif_49	motif_49,NA,NA,NA,NA
84	cosine	94	14.013	84	0.8215	84	21		motif_53,motif_30,NA,NA,NA
22	cosine	84	0	22	0.9264	22	21	motif_53	motif_53,motif_30,NA,NA,NA
94	cosine	121	0.003	94	0.8176	94	21		motif_53,motif_30,NA,NA,NA
22	cosine	129	-1.981	22	0.7914	22	21		motif_53,motif_30,NA,NA,NA
84	cosine	121	14.016	84	0.8341	84	21		motif_53,motif_30,NA,NA,NA
22	cosine	109	30.011	22	0.8573	22	21	motif_53	motif_53,motif_30,NA,NA,NA
91	cosine	135	582.457	91	0.8053	91	21	motif_30	motif_53,motif_30,NA,NA,NA
84	cosine	135	-25.981	84	0.7069	84	21		motif_53,motif_30,NA,NA,NA
13	cosine	22	-30.011	13	0.8917	13	21	motif_53	motif_53,motif_30,NA,NA,NA
22	cosine	91	-608.438	22	0.7631	22	21	motif_30	motif_53,motif_30,NA,NA,NA
13	cosine	109	0	13	0.8027	13	21	motif_53	motif_53,motif_30,NA,NA,NA
84	cosine	109	30.01	84	0.8255	84	21	motif_53	motif_53,motif_30,NA,NA,NA
13	cosine	84	-30.011	13	0.8849	13	21	motif_53	motif_53,motif_30,NA,NA,NA
22	cosine	135	-25.981	22	0.7521	22	21	motif_30	motif_53,motif_30,NA,NA,NA
121	cosine	129	-15.998	121	0.7812	121	21		motif_53,motif_30,NA,NA,NA
94	cosine	129	-15.995	94	0.7277	94	21		motif_53,motif_30,NA,NA,NA
22	cosine	94	14.013	22	0.8378	22	21		motif_53,motif_30,NA,NA,NA
84	cosine	129	-1.982	84	0.7771	84	21		motif_53,motif_30,NA,NA,NA
22	cosine	121	14.016	22	0.8467	22	21		motif_53,motif_30,NA,NA,NA
22	motif_53	84	0	22	0.9264	22	21	motif_53	motif_53,motif_30,NA,NA,NA
22	motif_53	109	30.011	22	0.8573	22	21	motif_53	motif_53,motif_30,NA,NA,NA
91	motif_30	135	582.457	91	0.8053	91	21	motif_30	motif_53,motif_30,NA,NA,NA
13	motif_53	22	-30.011	13	0.8917	13	21	motif_53	motif_53,motif_30,NA,NA,NA
22	motif_30	91	-608.438	22	0.7631	22	21	motif_30	motif_53,motif_30,NA,NA,NA
13	motif_53	109	0	13	0.8027	13	21	motif_53	motif_53,motif_30,NA,NA,NA
84	motif_53	109	30.01	84	0.8255	84	21	motif_53	motif_53,motif_30,NA,NA,NA
13	motif_53	84	-30.011	13	0.8849	13	21	motif_53	motif_53,motif_30,NA,NA,NA
22	motif_30	135	-25.981	22	0.7521	22	21	motif_30	motif_53,motif_30,NA,NA,NA
9	cosine	264	30.01	9	0.8759	9	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
1	cosine	8	-430.204	1	0.9098	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
9	cosine	179	88.082	9	0.7323	9	22	motif_49	motif_49,motif_72,NA,NA,NA
1	cosine	9	46.006	1	0.87	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
1	cosine	264	76.016	1	0.9235	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
8	cosine	264	506.22	8	0.7984	8	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
179	cosine	219	-52.067	179	0.7548	179	22	motif_49	motif_49,motif_72,NA,NA,NA
9	motif_49	264	30.01	9	0.8759	9	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
9	motif_72	264	30.01	9	0.8759	9	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
1	motif_49	8	-430.204	1	0.9098	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
1	motif_72	8	-430.204	1	0.9098	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
9	motif_49	179	88.082	9	0.7323	9	22	motif_49	motif_49,motif_72,NA,NA,NA
1	motif_49	9	46.006	1	0.87	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
1	motif_72	9	46.006	1	0.87	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
1	motif_49	264	76.016	1	0.9235	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
1	motif_72	264	76.016	1	0.9235	1	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
8	motif_49	264	506.22	8	0.7984	8	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
8	motif_72	264	506.22	8	0.7984	8	22	motif_49,motif_72	motif_49,motif_72,NA,NA,NA
179	motif_49	219	-52.067	179	0.7548	179	22	motif_49	motif_49,motif_72,NA,NA,NA
97	cosine	485	1.872	97	0.8042	97	23		NA
244	cosine	529	-29.973	244	0.9015	244	24		motif_98,motif_87,NA,NA,NA
4	cosine	244	14.015	4	0.9556	4	24	motif_87	motif_98,motif_87,NA,NA,NA
50	cosine	529	-29.973	50	0.8448	50	24		motif_98,motif_87,NA,NA,NA
4	cosine	529	-15.958	4	0.8429	4	24		motif_98,motif_87,NA,NA,NA
244	cosine	339	0	244	0.8406	244	24	motif_98	motif_98,motif_87,NA,NA,NA
50	cosine	244	0	50	0.9254	50	24	motif_98	motif_98,motif_87,NA,NA,NA
4	cosine	50	14.015	4	0.8664	4	24		motif_98,motif_87,NA,NA,NA
339	cosine	529	-29.973	339	0.7656	339	24		motif_98,motif_87,NA,NA,NA
50	cosine	339	0	50	0.8208	50	24	motif_98	motif_98,motif_87,NA,NA,NA
4	cosine	339	14.015	4	0.7954	4	24		motif_98,motif_87,NA,NA,NA
4	motif_87	244	14.015	4	0.9556	4	24	motif_87	motif_98,motif_87,NA,NA,NA
244	motif_98	339	0	244	0.8406	244	24	motif_98	motif_98,motif_87,NA,NA,NA
50	motif_98	244	0	50	0.9254	50	24	motif_98	motif_98,motif_87,NA,NA,NA
50	motif_98	339	0	50	0.8208	50	24	motif_98	motif_98,motif_87,NA,NA,NA
467	cosine	483	226.139	467	0.8394	467	25		NA
180	cosine	359	137.993	180	0.7136	180	26	motif_58	motif_58,NA,NA,NA,NA
180	motif_58	359	137.993	180	0.7136	180	26	motif_58	motif_58,NA,NA,NA,NA
68	cosine	197	30.011	68	0.7824	68	27	motif_60	motif_60,NA,NA,NA,NA
68	motif_60	197	30.011	68	0.7824	68	27	motif_60	motif_60,NA,NA,NA,NA
497	cosine	513	-46.006	497	0.7802	497	28		NA
221	cosine	412	21.983	221	0.8482	221	29		NA
207	cosine	221	32.027	207	0.8616	207	29		NA
455	cosine	496	15.959	455	0.7818	455	30		NA
256	cosine	275	-0.056	256	0.894	256	31	motif_41,motif_81	motif_41,motif_81,NA,NA,NA
256	motif_41	275	-0.056	256	0.894	256	31	motif_41,motif_81	motif_41,motif_81,NA,NA,NA
256	motif_81	275	-0.056	256	0.894	256	31	motif_41,motif_81	motif_41,motif_81,NA,NA,NA
500	cosine	507	246.095	500	0.7729	500	33	motif_22	motif_22,NA,NA,NA,NA
441	cosine	507	-67.988	441	0.7644	441	33		motif_22,NA,NA,NA,NA
500	motif_22	507	246.095	500	0.7729	500	33	motif_22	motif_22,NA,NA,NA,NA
291	cosine	486	0.001	291	0.828	291	35	motif_30	motif_30,NA,NA,NA,NA
291	motif_30	486	0.001	291	0.828	291	35	motif_30	motif_30,NA,NA,NA,NA
