CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	SharedMotifs	topX
307	motif_41	307	0	1	1	1	-1	motif_41,motif_78	NA
307	motif_78	307	0	1	1	1	-1	motif_41,motif_78	NA
309	motif_46	309	0	1	1	1	-1	motif_46	NA
310	motif_63	310	0	1	1	1	-1	motif_63,motif_68	NA
310	motif_68	310	0	1	1	1	-1	motif_63,motif_68	NA
311	motif_36	311	0	1	1	1	-1	motif_36	NA
314	motif_26	314	0	1	1	1	-1	motif_26	NA
315	motif_22	315	0	1	1	1	-1	motif_22	NA
316	motif_52	316	0	1	1	1	-1	motif_52,motif_78	NA
316	motif_78	316	0	1	1	1	-1	motif_52,motif_78	NA
317	motif_38	317	0	1	1	1	-1	motif_38	NA
318	motif_39	318	0	1	1	1	-1	motif_39,motif_71	NA
318	motif_71	318	0	1	1	1	-1	motif_39,motif_71	NA
319	motif_46	319	0	1	1	1	-1	motif_46,motif_54	NA
319	motif_54	319	0	1	1	1	-1	motif_46,motif_54	NA
320	motif_51	320	0	1	1	1	-1	motif_51	NA
327	motif_63	327	0	1	1	1	-1	motif_63	NA
330	motif_42	330	0	1	1	1	-1	motif_42,motif_55	NA
330	motif_55	330	0	1	1	1	-1	motif_42,motif_55	NA
331	motif_60	331	0	1	1	1	-1	motif_60	NA
332	motif_61	332	0	1	1	1	-1	motif_61	NA
334	motif_59	334	0	1	1	1	-1	motif_59,motif_77	NA
334	motif_77	334	0	1	1	1	-1	motif_59,motif_77	NA
335	motif_49	335	0	1	1	1	-1	motif_49	NA
337	motif_13	337	0	1	1	1	-1	motif_13,motif_49	NA
337	motif_49	337	0	1	1	1	-1	motif_13,motif_49	NA
338	motif_77	338	0	1	1	1	-1	motif_77	NA
340	motif_66	340	0	1	1	1	-1	motif_66	NA
342	motif_52	342	0	1	1	1	-1	motif_52,motif_77	NA
342	motif_77	342	0	1	1	1	-1	motif_52,motif_77	NA
343	motif_78	343	0	1	1	1	-1	motif_78	NA
345	motif_67	345	0	1	1	1	-1	motif_67,motif_70	NA
345	motif_70	345	0	1	1	1	-1	motif_67,motif_70	NA
346	motif_50	346	0	1	1	1	-1	motif_50	NA
347	motif_28	347	0	1	1	1	-1	motif_28,motif_77	NA
347	motif_77	347	0	1	1	1	-1	motif_28,motif_77	NA
348	motif_73	348	0	1	1	1	-1	motif_73	NA
349	motif_57	349	0	1	1	1	-1	motif_57	NA
357	motif_41	357	0	1	1	1	-1	motif_41,motif_64	NA
357	motif_64	357	0	1	1	1	-1	motif_41,motif_64	NA
362	motif_74	362	0	1	1	1	-1	motif_74	NA
363	motif_16	363	0	1	1	1	-1	motif_16	NA
366	motif_2	366	0	1	1	1	-1	motif_2,motif_64	NA
366	motif_64	366	0	1	1	1	-1	motif_2,motif_64	NA
369	motif_88	369	0	1	1	1	-1	motif_88	NA
370	motif_16	370	0	1	1	1	-1	motif_16	NA
374	motif_4	374	0	1	1	1	-1	motif_4,motif_49	NA
374	motif_49	374	0	1	1	1	-1	motif_4,motif_49	NA
375	motif_55	375	0	1	1	1	-1	motif_55,motif_95	NA
375	motif_95	375	0	1	1	1	-1	motif_55,motif_95	NA
377	motif_67	377	0	1	1	1	-1	motif_67	NA
378	motif_58	378	0	1	1	1	-1	motif_58,motif_79	NA
378	motif_79	378	0	1	1	1	-1	motif_58,motif_79	NA
379	motif_12	379	0	1	1	1	-1	motif_12,motif_61	NA
379	motif_61	379	0	1	1	1	-1	motif_12,motif_61	NA
380	motif_82	380	0	1	1	1	-1	motif_82	NA
383	motif_49	383	0	1	1	1	-1	motif_49,motif_64	NA
383	motif_64	383	0	1	1	1	-1	motif_49,motif_64	NA
385	motif_58	385	0	1	1	1	-1	motif_58,motif_79	NA
385	motif_79	385	0	1	1	1	-1	motif_58,motif_79	NA
390	motif_84	390	0	1	1	1	-1	motif_84	NA
395	motif_34	395	0	1	1	1	-1	motif_34	NA
397	motif_47	397	0	1	1	1	-1	motif_47	NA
398	motif_56	398	0	1	1	1	-1	motif_56	NA
399	motif_52	399	0	1	1	1	-1	motif_52	NA
401	motif_45	401	0	1	1	1	-1	motif_45	NA
405	motif_96	405	0	1	1	1	-1	motif_96	NA
406	motif_11	406	0	1	1	1	-1	motif_11	NA
413	motif_40	413	0	1	1	1	-1	motif_40	NA
415	motif_20	415	0	1	1	1	-1	motif_20	NA
416	motif_2	416	0	1	1	1	-1	motif_2,motif_71	NA
416	motif_71	416	0	1	1	1	-1	motif_2,motif_71	NA
417	motif_50	417	0	1	1	1	-1	motif_50	NA
420	motif_12	420	0	1	1	1	-1	motif_12	NA
422	motif_88	422	0	1	1	1	-1	motif_88	NA
426	motif_63	426	0	1	1	1	-1	motif_63	NA
428	motif_46	428	0	1	1	1	-1	motif_46,motif_49	NA
428	motif_49	428	0	1	1	1	-1	motif_46,motif_49	NA
429	motif_39	429	0	1	1	1	-1	motif_39	NA
430	motif_67	430	0	1	1	1	-1	motif_67	NA
431	motif_76	431	0	1	1	1	-1	motif_76	NA
432	motif_34	432	0	1	1	1	-1	motif_34	NA
435	motif_13	435	0	1	1	1	-1	motif_13,motif_49,motif_69	NA
435	motif_49	435	0	1	1	1	-1	motif_13,motif_49,motif_69	NA
435	motif_69	435	0	1	1	1	-1	motif_13,motif_49,motif_69	NA
436	motif_55	436	0	1	1	1	-1	motif_55	NA
437	motif_42	437	0	1	1	1	-1	motif_42	NA
439	motif_79	439	0	1	1	1	-1	motif_79	NA
442	motif_48	442	0	1	1	1	-1	motif_48	NA
445	motif_28	445	0	1	1	1	-1	motif_28	NA
450	motif_24	450	0	1	1	1	-1	motif_24	NA
451	motif_1	451	0	1	1	1	-1	motif_1,motif_12	NA
451	motif_12	451	0	1	1	1	-1	motif_1,motif_12	NA
452	motif_29	452	0	1	1	1	-1	motif_29,motif_64,motif_79	NA
452	motif_64	452	0	1	1	1	-1	motif_29,motif_64,motif_79	NA
452	motif_79	452	0	1	1	1	-1	motif_29,motif_64,motif_79	NA
454	motif_67	454	0	1	1	1	-1	motif_67	NA
456	motif_57	456	0	1	1	1	-1	motif_57	NA
457	motif_96	457	0	1	1	1	-1	motif_96	NA
458	motif_59	458	0	1	1	1	-1	motif_59	NA
462	motif_16	462	0	1	1	1	-1	motif_16,motif_55	NA
462	motif_55	462	0	1	1	1	-1	motif_16,motif_55	NA
463	motif_3	463	0	1	1	1	-1	motif_3,motif_72	NA
463	motif_72	463	0	1	1	1	-1	motif_3,motif_72	NA
464	motif_19	464	0	1	1	1	-1	motif_19,motif_46	NA
464	motif_46	464	0	1	1	1	-1	motif_19,motif_46	NA
465	motif_95	465	0	1	1	1	-1	motif_95	NA
468	motif_24	468	0	1	1	1	-1	motif_24	NA
471	motif_20	471	0	1	1	1	-1	motif_20,motif_71,motif_79	NA
471	motif_71	471	0	1	1	1	-1	motif_20,motif_71,motif_79	NA
471	motif_79	471	0	1	1	1	-1	motif_20,motif_71,motif_79	NA
473	motif_15	473	0	1	1	1	-1	motif_15,motif_90	NA
473	motif_90	473	0	1	1	1	-1	motif_15,motif_90	NA
475	motif_51	475	0	1	1	1	-1	motif_51	NA
476	motif_45	476	0	1	1	1	-1	motif_45	NA
481	motif_17	481	0	1	1	1	-1	motif_17,motif_41,motif_46	NA
481	motif_41	481	0	1	1	1	-1	motif_17,motif_41,motif_46	NA
481	motif_46	481	0	1	1	1	-1	motif_17,motif_41,motif_46	NA
484	motif_12	484	0	1	1	1	-1	motif_12	NA
487	motif_99	487	0	1	1	1	-1	motif_99	NA
489	motif_67	489	0	1	1	1	-1	motif_67,motif_94	NA
489	motif_94	489	0	1	1	1	-1	motif_67,motif_94	NA
492	motif_24	492	0	1	1	1	-1	motif_24,motif_94	NA
492	motif_94	492	0	1	1	1	-1	motif_24,motif_94	NA
495	motif_19	495	0	1	1	1	-1	motif_19	NA
501	motif_63	501	0	1	1	1	-1	motif_63	NA
502	motif_6	502	0	1	1	1	-1	motif_6	NA
503	motif_65	503	0	1	1	1	-1	motif_65	NA
504	motif_91	504	0	1	1	1	-1	motif_91	NA
505	motif_53	505	0	1	1	1	-1	motif_53	NA
506	motif_33	506	0	1	1	1	-1	motif_33	NA
508	motif_35	508	0	1	1	1	-1	motif_35	NA
509	motif_91	509	0	1	1	1	-1	motif_91	NA
511	motif_22	511	0	1	1	1	-1	motif_22	NA
514	motif_44	514	0	1	1	1	-1	motif_44	NA
517	motif_31	517	0	1	1	1	-1	motif_31	NA
518	motif_87	518	0	1	1	1	-1	motif_87	NA
519	motif_23	519	0	1	1	1	-1	motif_23	NA
520	motif_33	520	0	1	1	1	-1	motif_33	NA
521	motif_77	521	0	1	1	1	-1	motif_77,motif_85	NA
521	motif_85	521	0	1	1	1	-1	motif_77,motif_85	NA
522	motif_55	522	0	1	1	1	-1	motif_55	NA
523	motif_75	523	0	1	1	1	-1	motif_75	NA
524	motif_44	524	0	1	1	1	-1	motif_44,motif_46	NA
524	motif_46	524	0	1	1	1	-1	motif_44,motif_46	NA
528	motif_2	528	0	1	1	1	-1	motif_2,motif_49	NA
528	motif_49	528	0	1	1	1	-1	motif_2,motif_49	NA
79	cosine	189	136.018	79	0.7888	79	1		motif_77,motif_24,motif_3,motif_53,motif_72
90	cosine	96	-15.993	90	0.8151	90	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
96	cosine	493	-328.321	96	0.854	96	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
218	cosine	249	-162.054	218	0.753	218	1	motif_14	motif_77,motif_24,motif_3,motif_53,motif_72
329	cosine	427	-18.011	329	0.929	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
278	cosine	488	-18.012	278	0.9517	278	1		motif_77,motif_24,motif_3,motif_53,motif_72
325	cosine	386	408.343	325	0.9477	325	1		motif_77,motif_24,motif_3,motif_53,motif_72
189	cosine	278	42.011	189	0.9092	189	1	motif_55	motif_77,motif_24,motif_3,motif_53,motif_72
206	cosine	214	-30.01	206	0.9277	206	1	motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
491	cosine	516	2.017	491	0.865	491	1	motif_24,motif_94	motif_77,motif_24,motif_3,motif_53,motif_72
12	cosine	82	326.338	12	0.8736	12	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
206	cosine	290	-15.996	206	0.8322	206	1		motif_77,motif_24,motif_3,motif_53,motif_72
36	cosine	238	50.039	36	0.8454	36	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
491	cosine	515	-11.998	491	0.9235	491	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
206	cosine	218	15.995	206	0.8039	206	1		motif_77,motif_24,motif_3,motif_53,motif_72
189	cosine	191	44.027	189	0.888	189	1		motif_77,motif_24,motif_3,motif_53,motif_72
278	cosine	427	-15.996	278	0.943	278	1		motif_77,motif_24,motif_3,motif_53,motif_72
65	cosine	218	76.016	65	0.7321	65	1	motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
427	cosine	516	-428.369	427	0.8573	427	1	motif_94	motif_77,motif_24,motif_3,motif_53,motif_72
16	cosine	63	46.005	16	0.8106	16	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
427	cosine	446	-18.011	427	0.8828	427	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
329	cosine	364	-34.042	329	0.9293	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
206	cosine	240	-162.054	206	0.7052	206	1	motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
328	cosine	446	-15.996	328	0.8812	328	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
328	cosine	491	-428.371	328	0.9217	328	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
7	cosine	446	-1.981	7	0.8818	7	1		motif_77,motif_24,motif_3,motif_53,motif_72
16	cosine	195	-86.038	16	0.8922	16	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
328	cosine	488	-0.002	328	0.953	328	1	motif_24,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
499	cosine	515	-11.997	499	0.9601	499	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
328	cosine	499	-428.371	328	0.9415	328	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	199	-410.358	45	0.9369	45	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
249	cosine	263	132.043	249	0.7185	249	1	motif_14	motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	427	-15.996	45	0.9175	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
79	cosine	510	164.049	79	0.7387	79	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
251	cosine	423	-548.267	251	0.7477	251	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
240	cosine	245	-362.178	240	0.8558	240	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
63	cosine	195	-132.043	63	0.7281	63	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
82	cosine	178	30.013	82	0.8956	82	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
214	cosine	263	15.994	214	0.8334	214	1		motif_77,motif_24,motif_3,motif_53,motif_72
96	cosine	113	-0.002	96	0.756	96	1		motif_77,motif_24,motif_3,motif_53,motif_72
189	cosine	344	42.011	189	0.891	189	1		motif_77,motif_24,motif_3,motif_53,motif_72
189	cosine	427	26.016	189	0.8872	189	1		motif_77,motif_24,motif_3,motif_53,motif_72
278	cosine	329	2.016	278	0.9577	278	1		motif_77,motif_24,motif_3,motif_53,motif_72
7	cosine	469	-1.981	7	0.7072	7	1		motif_77,motif_24,motif_3,motif_53,motif_72
82	cosine	263	172.221	82	0.7838	82	1		motif_77,motif_24,motif_3,motif_53,motif_72
16	cosine	478	-188.181	16	0.7598	16	1		motif_77,motif_24,motif_3,motif_53,motif_72
446	cosine	493	-444.367	446	0.9101	446	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
79	cosine	479	160.02	79	0.7782	79	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
63	cosine	263	-15.995	63	0.8204	63	1		motif_77,motif_24,motif_3,motif_53,motif_72
113	cosine	263	174.199	113	0.7899	113	1		motif_77,motif_24,motif_3,motif_53,motif_72
82	cosine	113	-1.978	82	0.7804	82	1		motif_77,motif_24,motif_3,motif_53,motif_72
336	cosine	469	14.015	336	0.8903	336	1	motif_77,motif_86	motif_77,motif_24,motif_3,motif_53,motif_72
112	cosine	427	2.015	112	0.8398	112	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
214	cosine	434	-15.996	214	0.7258	214	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
499	cosine	516	2.017	499	0.8839	499	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
344	cosine	446	-34.007	344	0.895	344	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
189	cosine	329	44.027	189	0.8965	189	1		motif_77,motif_24,motif_3,motif_53,motif_72
189	cosine	386	44.026	189	0.9017	189	1		motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	189	-42.012	45	0.8835	45	1		motif_77,motif_24,motif_3,motif_53,motif_72
199	cosine	278	410.358	199	0.9614	199	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
326	cosine	527	-458.381	326	0.8156	326	1	motif_5,motif_94	motif_77,motif_24,motif_3,motif_53,motif_72
199	cosine	477	0	199	0.9679	199	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	488	-18.012	45	0.9271	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
218	cosine	290	-31.99	218	0.7386	218	1		motif_77,motif_24,motif_3,motif_53,motif_72
240	cosine	248	-14.016	240	0.9207	240	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
181	cosine	438	-424.376	181	0.7008	181	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
191	cosine	446	-36.022	191	0.9019	191	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
113	cosine	472	116.049	113	0.8202	113	1		motif_77,motif_24,motif_3,motif_53,motif_72
240	cosine	274	96.066	240	0.8188	240	1	motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
38	cosine	424	-88.083	38	0.7968	38	1	motif_13	motif_77,motif_24,motif_3,motif_53,motif_72
7	cosine	112	14.015	7	0.8489	7	1		motif_77,motif_24,motif_3,motif_53,motif_72
195	cosine	240	-31.99	195	0.8305	195	1		motif_77,motif_24,motif_3,motif_53,motif_72
90	cosine	434	126.214	90	0.7419	90	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
90	cosine	263	158.205	90	0.842	90	1	motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
329	cosine	446	-36.022	329	0.8914	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
191	cosine	344	-2.016	191	0.9396	191	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
328	cosine	364	-14.017	328	0.9288	328	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
29	cosine	187	60.023	29	0.753	29	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
7	cosine	344	32.026	7	0.8299	7	1		motif_77,motif_24,motif_3,motif_53,motif_72
245	cosine	248	348.162	245	0.7801	245	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
195	cosine	249	-15.995	195	0.9001	195	1		motif_77,motif_24,motif_3,motif_53,motif_72
112	cosine	328	0	112	0.8295	112	1	motif_24,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
248	cosine	274	110.083	248	0.8143	248	1	motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
90	cosine	113	-15.995	90	0.7816	90	1		motif_77,motif_24,motif_3,motif_53,motif_72
7	cosine	178	-86.036	7	0.8315	7	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
438	cosine	466	150.069	438	0.9375	438	1		motif_77,motif_24,motif_3,motif_53,motif_72
329	cosine	466	-408.345	329	0.9501	329	1	motif_67	motif_77,motif_24,motif_3,motif_53,motif_72
132	cosine	238	80.072	132	0.8619	132	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
29	cosine	82	60.02	29	0.7455	29	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
344	cosine	427	-15.996	344	0.9319	344	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
195	cosine	251	-46.006	195	0.8794	195	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
82	cosine	214	156.227	82	0.7261	82	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
278	cosine	364	-32.027	278	0.9418	278	1		motif_77,motif_24,motif_3,motif_53,motif_72
96	cosine	263	174.198	96	0.8028	96	1		motif_77,motif_24,motif_3,motif_53,motif_72
218	cosine	263	-30.011	218	0.8506	218	1	motif_14,motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
325	cosine	438	-150.07	325	0.9318	325	1		motif_77,motif_24,motif_3,motif_53,motif_72
65	cosine	249	-86.038	65	0.7106	65	1		motif_77,motif_24,motif_3,motif_53,motif_72
488	cosine	515	-440.367	488	0.9451	488	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
79	cosine	427	162.034	79	0.7967	79	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	477	-410.359	45	0.9455	45	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	79	-178.03	45	0.7957	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
12	cosine	178	356.352	12	0.8252	12	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
79	cosine	328	160.019	79	0.7982	79	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
189	cosine	488	23.999	189	0.9118	189	1		motif_77,motif_24,motif_3,motif_53,motif_72
65	cosine	263	46.005	65	0.7564	65	1	motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
278	cosine	477	-410.358	278	0.9725	278	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
90	cosine	214	142.211	90	0.7602	90	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
394	cosine	438	150.07	394	0.949	394	1		motif_77,motif_24,motif_3,motif_53,motif_72
7	cosine	12	-442.388	7	0.9055	7	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
324	cosine	510	-27.996	324	0.7935	324	1		motif_77,motif_24,motif_3,motif_53,motif_72
326	cosine	344	46.006	326	0.7563	326	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
325	cosine	466	-0.001	325	0.9575	325	1	motif_67	motif_77,motif_24,motif_3,motif_53,motif_72
7	cosine	472	-1.979	7	0.8251	7	1		motif_77,motif_24,motif_3,motif_53,motif_72
290	cosine	434	-30.011	290	0.7477	290	1		motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	278	0	45	0.9423	45	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
325	cosine	329	408.343	325	0.9447	325	1	motif_67	motif_77,motif_24,motif_3,motif_53,motif_72
364	cosine	446	-1.98	364	0.8814	364	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
329	cosine	488	-20.027	329	0.9385	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	364	-32.027	45	0.9166	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	329	2.015	45	0.9403	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
82	cosine	187	0.002	82	0.8327	82	1	motif_3,motif_30,motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
491	cosine	499	-0.001	491	0.9417	491	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
7	cosine	82	-116.05	7	0.8885	7	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
36	cosine	434	-156.118	36	0.7544	36	1		motif_77,motif_24,motif_3,motif_53,motif_72
493	cosine	512	0.006	493	0.859	493	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
112	cosine	472	-15.994	112	0.8012	112	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
488	cosine	499	-428.37	488	0.9673	488	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
16	cosine	251	-132.044	16	0.8329	16	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
38	cosine	132	-12.001	38	0.9249	38	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
472	cosine	493	-444.369	472	0.8811	472	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
240	cosine	433	34.007	240	0.7324	240	1		motif_77,motif_24,motif_3,motif_53,motif_72
427	cosine	488	-2.016	427	0.9301	427	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
45	cosine	326	-46.006	45	0.7438	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
16	cosine	65	-15.995	16	0.8012	16	1		motif_77,motif_24,motif_3,motif_53,motif_72
323	cosine	527	-2.015	323	0.8112	323	1	motif_5	motif_77,motif_24,motif_3,motif_53,motif_72
249	cosine	433	18.012	249	0.7048	249	1		motif_77,motif_24,motif_3,motif_53,motif_72
38	cosine	238	68.071	38	0.8618	38	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
323	cosine	326	456.366	323	0.9062	323	1	motif_5	motif_77,motif_24,motif_3,motif_53,motif_72
364	cosine	488	14.015	364	0.9501	364	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
479	cosine	499	-428.372	479	0.9083	479	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
240	cosine	249	15.995	240	0.9141	240	1		motif_77,motif_24,motif_3,motif_53,motif_72
446	cosine	472	0.002	446	0.8817	446	1	motif_2,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
82	cosine	90	14.016	82	0.8337	82	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
82	cosine	96	-1.976	82	0.7903	82	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
112	cosine	499	-428.371	112	0.8579	112	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
96	cosine	214	158.204	96	0.7614	96	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
251	cosine	284	10.029	251	0.7429	251	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
488	cosine	491	-428.369	488	0.9409	488	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
112	cosine	191	20.026	112	0.8526	112	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
263	cosine	434	-31.991	263	0.7569	263	1		motif_77,motif_24,motif_3,motif_53,motif_72
329	cosine	510	-15.996	329	0.8598	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
36	cosine	38	-18.033	36	0.917	36	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
36	cosine	132	-30.033	36	0.9159	36	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
79	cosine	278	178.029	79	0.814	79	1		motif_77,motif_24,motif_3,motif_53,motif_72
113	cosine	512	-328.314	113	0.7279	113	1		motif_77,motif_24,motif_3,motif_53,motif_72
90	motif_3	96	-15.993	90	0.8151	90	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
96	motif_2	493	-328.321	96	0.854	96	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
218	motif_14	249	-162.054	218	0.753	218	1	motif_14	motif_77,motif_24,motif_3,motif_53,motif_72
329	motif_77	427	-18.011	329	0.929	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
189	motif_55	278	42.011	189	0.9092	189	1	motif_55	motif_77,motif_24,motif_3,motif_53,motif_72
206	motif_72	214	-30.01	206	0.9277	206	1	motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
491	motif_24	516	2.017	491	0.865	491	1	motif_24,motif_94	motif_77,motif_24,motif_3,motif_53,motif_72
491	motif_94	516	2.017	491	0.865	491	1	motif_24,motif_94	motif_77,motif_24,motif_3,motif_53,motif_72
12	motif_53	82	326.338	12	0.8736	12	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
36	motif_57	238	50.039	36	0.8454	36	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
491	motif_24	515	-11.998	491	0.9235	491	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
65	motif_49	218	76.016	65	0.7321	65	1	motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
427	motif_94	516	-428.369	427	0.8573	427	1	motif_94	motif_77,motif_24,motif_3,motif_53,motif_72
16	motif_81	63	46.005	16	0.8106	16	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
427	motif_77	446	-18.011	427	0.8828	427	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
329	motif_77	364	-34.042	329	0.9293	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
206	motif_72	240	-162.054	206	0.7052	206	1	motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
328	motif_77	446	-15.996	328	0.8812	328	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
328	motif_24	491	-428.371	328	0.9217	328	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
16	motif_81	195	-86.038	16	0.8922	16	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
328	motif_24	488	-0.002	328	0.953	328	1	motif_24,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
328	motif_77	488	-0.002	328	0.953	328	1	motif_24,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
499	motif_24	515	-11.997	499	0.9601	499	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
